id,resturant_name,menu_item,item_description
8509,Wing Nut,"Bacon, Cheddar and Ranch Fries","Bacon, cheddar cheese, green onions and Bacon Tomato Ranch sauce with your choice of a drink"
8510,Wing Nut,Fresh-Cut French Fries with Cheese Combo,Fresh-Cut Fries with Golden Melted Cheese with your choice of a drink
8511,Wing Nut,Side Salad Combo,"Mixed greens, tomato, egg, roasted corn, cucumber, cheddar cheese and croutons with your choice of a drink"
8512,Wing Nut,Family Salad Combo,"Mixed greens topped with tomato, egg, roasted corn, cucumber, cheddar cheese and croutons. Big enough to serve 2-4 with your choice of a drink"
8513,Wing Nut,Reese's Pie,"Pie with peanut butter, milk chocolate and cookie crust; topped with chocolate, caramel, Reese’s® Peanut Butter Cups and a peanut butter drizzle"
8514,Wing Nut,20oz Sprite,
8515,Wing Nut,2 Liter Diet Coke,
8516,Wing Nut,20oz Coke,
8517,Wing Nut,20oz Diet Coke,
8518,Wing Nut,2 Liter Sprite,
8519,Wing Nut,Bottled Water,
8520,Wing Nut,2 Liter Coke,
8521,Wing Nut,Dressing on Side,
8522,Wing Nut,Plastic Ware,
8523,Wing Nut,Hot Sauce,
8524,Wing Nut,Extra Napkins,
8525,Wing Nut,Salt,
8526,Wing Nut,Pepper,
8890,Quaker Steak & Lube,Single Jumbo Bone-in Wings (10 pcs),
8891,Quaker Steak & Lube,Bacon Cheeseburger,"Topped with crispy bacon and your choice of aged swiss, pepper-jack, cheddar-jack, provolone, or American cheese. Served atop shredded lettuce, tomato, red onion, and dill pickle chips.  Served with fries."
8892,Quaker Steak & Lube,Custom Built Combo,"Choose Bone-In Wings, Breaded Boneless or Top Gear Tenders your way and your craveable munchie. Customize your combo with your favorite sauce!"
8893,Quaker Steak & Lube,Top Gear Tenders,"Fresh, hand-breaded order chicken tenders, coleslaw, and french fries. Served with your choice of sauce"
8894,Quaker Steak & Lube,Compact Bucket Jumbo Bone-in Wings (20 pcs),
8895,Quaker Steak & Lube,Premium Pretzels,"Traditional soft pretzels, lightly fried and served with the lube's signature beer cheese dip."
8896,Quaker Steak & Lube,Peel-Out Potato Skins,"Crispy potato wedges, cheddar-jack cheese, bacon, sour cream, and scallions."
8897,Quaker Steak & Lube,Lube Chips and Dip,House-made potato chips served with your choice of the lube's signature beer cheese or white queso.
8898,Quaker Steak & Lube,Chipotle Chicken Quesadillas,"Lightly seasoned chipotle chicken, tomato, red onion, and cheddar-jack cheese melted into a toasted flour tortilla. Topped with a drizzle of ""Original bbq"" and served with fresh pico de gallo aside."
8899,Quaker Steak & Lube,4-Wheeler,"O-rings, pick-up pickles, mozzarella stick shifters, and premium pretzels served with ranch dressing, marinara, and the lube's signature beer cheese dip."
8900,Quaker Steak & Lube,Mozzarella Stick Shifters,Served with marinara.
8901,Quaker Steak & Lube,Boom Boom Shrimp,"Panko crumb tail-on shrimp tossed in garlic and red chili boom boom sauce, topped with scallions."
8902,Quaker Steak & Lube,Pick-Up Pickles,Crispy fried pickle spears with ranch or spicy jalapeño ranch dressing for dippin'.
8903,Quaker Steak & Lube,O-Rings,"1"" thick-cut onion rings, fried crunchy and served with our signature Louisiana lickers sauce for dippin'."
8904,Quaker Steak & Lube,Garlic White Cheddar Cheese Curds,Garlic seasoned lightly dusted white cheddar curds flash-fried and served with marinara
8905,Quaker Steak & Lube,Loaded Magna Fries,"Melted cheddar-jack cheese, bacon, and scallions, served with ranch dressing."
8906,Quaker Steak & Lube,Custom Built Combo,"Choose Bone-In Wings, Breaded Boneless or Top Gear Tenders your way and your craveable munchie. Customize your combo with your favorite sauce!"
8907,Quaker Steak & Lube,Single Jumbo Bone-in Wings (10 pcs),
8908,Quaker Steak & Lube,12 Pack Breaded Boneless ,Crispy breaded and fried all-white meat chicken breast tossed in your choice of sauce.
8909,Quaker Steak & Lube,Super-Single Jumbo Bone-in Wings (15 pcs),
8910,Quaker Steak & Lube,6 Pack Breaded Boneless ,Crispy breaded and fried all-white meat chicken breast tossed in your choice of sauce.
8911,Quaker Steak & Lube,Side Celery and Carrots,Celery and carrots with a choice of ranch or bleu cheese dip
8912,Quaker Steak & Lube,Sprintster Jumbo Bone-in Wings (5 pcs) ,
8913,Quaker Steak & Lube,Compact Bucket Jumbo Bone-in Wings (20 pcs),
8914,Quaker Steak & Lube,24 Pack Breaded Boneless ,Crispy breaded and fried all-white meat chicken breast tossed in your choice of sauce.
8915,Quaker Steak & Lube,Cheesesteak Melt,"Tender shaved sirloin steak topped with melted white American cheese, grilled mushrooms, and onions. Served on toasted pita bread with horseradish sauce. Served with fries."
8916,Quaker Steak & Lube,Corvette Club,"Choose flamed-grilled chicken or hand-breaded chicken breast between grilled Texas toast with American cheese, bacon, lettuce, tomato & Chipotle mayo. "
8917,Quaker Steak & Lube,Cheesesteak Phil-M-Up Steak,"Tender shaved sirloin steak, grilled red peppers, mushrooms, and onions, topped with melted provolone cheese. Served with fries."
8918,Quaker Steak & Lube,Cheesesteak Phil-M-Up Chicken,"Tender chicken, grilled red peppers, mushrooms, onions & melted provolone on a toasted hoagie. Served with fries."
8919,Quaker Steak & Lube,Road Hog Crunch Wrap,"Move over bland! This wrap is loaded with smoky hand-pulled bbq pork, cheddar-jack cheese, crispy breaded o-rings, and fresh cilantro and jalapeño ranch slaw wrapped in a wheat tortilla."
8920,Quaker Steak & Lube,Boneless Chicken Wrap,"Grilled boneless chicken or hand-breaded top gear tenders drizzled with your choice of sauce, with lettuce, carrots, diced celery, blue cheese crumbles, and ranch dressing in a wheat wrap. Served with fries."
8921,Quaker Steak & Lube,Chicken Sandwich,"Choice of grilled or hand-breaded and fried chicken breast served atop shredded lettuce, tomato, and onion on a brioche bun. Served with fries."
8922,Quaker Steak & Lube,Pulled Pork Sandwich,Tender hand-pulled pork topped with cheddar-jack cheese and dill pickle chips. Served on a toasted brioche roll with your choice of lube sauce
8923,Quaker Steak & Lube,GTO Gyro,"A greek specialty blend of beef and lamb served traditionally on toasted pita bread with lettuce, tomato, red onion, and tzatziki sauce. Served with fries."
8924,Quaker Steak & Lube,Pick UR Cheese Burger,"Topped with your choice of aged swiss, pepper-jack, cheddar-jack, provolone, or American cheese. Served atop shredded lettuce, tomato, red onion, and dill pickle chips.  Served with fries."
8925,Quaker Steak & Lube,Bacon Cheeseburger,"Topped with crispy bacon and your choice of aged swiss, pepper-jack, cheddar-jack, provolone, or American cheese. Served atop shredded lettuce, tomato, red onion, and dill pickle chips.  Served with fries."
8926,Quaker Steak & Lube,Kentucky Bourbon Burger,"Topped with Kentucky Bourbon-glazed onions, bacon, fresh jalapeño, and pepper-jack cheese. Served atop shredded lettuce, tomato, red onion and dill pickle chips. Served with fries."
8927,Quaker Steak & Lube,Mac and Cheese Burger,"Topped with smoky bacon, American and cheddar-jack cheeses, and our gooey, savory mac and cheese. Served atop shredded lettuce, tomato, red onion, and dill pickle chips. Served with fries."
8928,Quaker Steak & Lube,Lubeburger,"Topped with sautéed mushrooms, crispy bacon, our signature hot sauce, and melted American cheese with blue cheese dip on the side. Served atop shredded lettuce, tomato, red onion, and dill pickle chips.  Served with fries."
8929,Quaker Steak & Lube,Hand-Smashed Garlic Curd Burger,"⅓ lb seasoned steakburger smashed to order. ""Boosted"" with garlic parmesan sauce and topped with provolone cheese and crispy garlic cheese curds served on the crisp iceberg."
8930,Quaker Steak & Lube,Hangover Burger,"Topped with pepper-jack cheese, crispy bacon, and a freshly fried egg, served atop shredded lettuce, tomato, red onion, and dill pickle chips. Served with fries."
8931,Quaker Steak & Lube,QSL Signature Salad,"Fresh greens with cheddar-jack, bacon, red onion & tomatoes. Your choice of USDA hand-cut steak tips, grilled chicken or hand-breaded to order Top Gear Tenders. We recommend Chipotle Ranch dressing."
8932,Quaker Steak & Lube,Bowl of Potato Lovers Soup,"Baked potato soup, loaded with chunky baked potato, bacon and cheddar-jack cheese."
8933,Quaker Steak & Lube,Caesar Salad,"Crisp romaine lettuce, tossed in classic Caesar dressing topped with shredded Parmesan cheese, garlic croutons with choice of  grilled chicken or USDA hand-cut steak tips."
8934,Quaker Steak & Lube,Side Garden Salad,"Spring mix - romaine blend with red onion, tomatoes, cucumbers, and cheddar-jack cheese"
8935,Quaker Steak & Lube,Biker Chick' Salad,"Crisp romaine lettuce tossed with dried cranberries, pineapple, mandarin oranges, red onions, sweet pecans, feta cheese, grilled chicken, and fresh strawberries. Served with wildberry poppyseed dressing."
8936,Quaker Steak & Lube,Boneless Chicken Salad,"Grilled boneless chicken or top gear tenders tossed in your choice of lube sauce with toasted pita wedges. Served with carrots, celery, and bleu cheese crumble over crisp iceberg or spring mix-romaine blend."
8937,Quaker Steak & Lube,Side Caesar Salad,"Chopped romaine lettuce, tossed in traditional caesar dressing, croutons, and shredded parmesan cheese."
8938,Quaker Steak & Lube,Chopped Greek Salad,"Greek specialty blend of beef and lamb served over shredded iceberg topped with diced red onion, tomato, cucumber, and crumbled feta cheese. Served with seasoned toasted pita wedges, tzatziki sauce, and tangy lemon feta vinaigrette aside."
8939,Quaker Steak & Lube,Bowl of Hot Chassis Chili,A Lube classic! Smoky bratwurst chili topped with cheddar-jack cheese & fresh jalapeño.
8940,Quaker Steak & Lube,Choice Ribeye (16 oz),USDA choice is bone-in and extra juicy.
8941,Quaker Steak & Lube,Thunderbird Sirloin Steak,The house favorite. Usda choice center cut 8 oz. Sirloin aged for 28 days.
8942,Quaker Steak & Lube,Choice Ribeye (12 oz),A great value! USDA Choice boneless and flavorful.
8943,Quaker Steak & Lube,Smothered Steak Skillet,"USDA hand-cut steak tips sautéed in Golden Garlic®, smothered with mushrooms, red pepper, onions & cheddar-jack! Served with garlic toast and your choice of sidecar."
8944,Quaker Steak & Lube,Moe's New Yorker (12 oz),"Co-founder of the lube Gary ""Moe"" meszaros' favorite cut! Usda choice lean, mouth-watering 12 oz. Boneless new york strip."
8945,Quaker Steak & Lube,Top Gear Tenders,"Fresh, hand-breaded order chicken tenders, coleslaw, and french fries. Served with your choice of sauce"
8946,Quaker Steak & Lube,Loaded Mac and Cheese Skillet with Top Gear Tenders,Gooey and cheesy homestyle mac and cheese served in a cast iron skillet with grilled garlic bread. Top gear tenders tossed in Arizona ranch with melted provolone.
8947,Quaker Steak & Lube,Baby Back Ribs (Full),"Our famous ribs are rubbed with our secret ""Rib rub"" and slow roasted for hours until fork tender!  Flame-grilled until they sizzle, then basted with your choice of sauce. Served with your choice of two regular sidecars."
8948,Quaker Steak & Lube,Baby Back Ribs (Half),"Our famous ribs are rubbed with our secret ""Rib rub"" and slow roasted for hours until fork tender!  Flame-grilled until they sizzle, then basted with your choice of sauce. Served with your choice of two regular sidecars."
8949,Quaker Steak & Lube,Baby Back Rib Combo,"Enjoy a tender 1/2 rack of baby back ribs and your choice of hand-breaded top gear tenders, flame-grilled chicken, crispy panko shrimp, or bone-in wings. Served with your choice of two regular sidecars."
8950,Quaker Steak & Lube,Loaded Mac and Cheese Skillet with Pork,Gooey and cheesy homestyle mac and cheese served in a cast iron skillet with grilled garlic bread. Hand-pulled pork with cheddar-jack cheese.
8951,Quaker Steak & Lube,Crispy Panko Shrimp,"A dozen lightly fried panko crumb til-on shrimp served with french fries and coleslaw. Served with cocktail, boom boom, or your choice of lube sauce."
8952,Quaker Steak & Lube,Asian Rice Bowl with Steak,"USDA hand-cut Steak Tips sauced with Thaisian (a blend of Asian Sesame & Thai 'R' Cracker) served over Lube Rice & steamed broccoli, red peppers & carrots."
8953,Quaker Steak & Lube,Asian Rice Bowl with Chicken,"Sautéed chicken breast sauced with Thaisian (a blend of Asian Sesame & Thai 'R' Cracker) served over Lube Rice & steamed broccoli, red peppers & carrots."
8954,Quaker Steak & Lube,Flame-Grilled Chicken,"Two juicy, marinated grilled chicken breasts served over lube rice with garlic bread and a choice of sidecar"
8955,Quaker Steak & Lube,Side of Ranch or Blue Cheese  (2 fl oz),
8956,Quaker Steak & Lube,Mac and Cheese,
8957,Quaker Steak & Lube,French Fries,
8958,Quaker Steak & Lube,Side of Sauce  (2 fl oz),
8959,Quaker Steak & Lube,Side O-Rings,
8960,Quaker Steak & Lube,Loaded French Fries,"With cheddar jack, bacon, and scallions."
8961,Quaker Steak & Lube,Coleslaw,
8962,Quaker Steak & Lube,Lube Rice,
8963,Quaker Steak & Lube,Bottle of Sauce  (12 fl oz),
8964,Quaker Steak & Lube,Bourbon Baked Beans,
8965,Quaker Steak & Lube,Sautéed Green Beans and Red Peppers,
8966,Quaker Steak & Lube,Fresh Steamed Broccoli,
8967,Quaker Steak & Lube,House-Made Lube Chips,
8968,Quaker Steak & Lube,Oreo Cheesecake,
8969,Quaker Steak & Lube,Strawberry Cheesecake,
8970,Quaker Steak & Lube,NY Cheesecake,
8971,Quaker Steak & Lube,Pepsi (16.9 fl oz),
8972,Quaker Steak & Lube,Diet Pepsi (16.9 fl oz),
8973,Quaker Steak & Lube,Mountain Dew (16.9 fl oz),
8974,Quaker Steak & Lube,Nestle Bottled Water (16.9 fl oz),
8975,Quaker Steak & Lube,Red Bull (8.4 fl oz),
8976,Quaker Steak & Lube,Red Bull Sugarfree (8.4 fl oz),
8977,Firebelly Wings,Traditional Classic Buffalo,"8 traditional wings tossed in classic Buffalo Sauce (medium heat), served with carrots & celery and a dipping sauce of your choice."
8978,Firebelly Wings,Traditional Garlic Parmesan,"8 traditional wings tossed in garlic Parmesan (mild heat), served with carrots & celery and a dipping sauce of your choice."
8979,Firebelly Wings,Traditional Cajun Wings,"8 traditional wings tossed in Cajun dry rub (mild heat), served with carrots & celery and a dipping sauce of your choice."
8980,Firebelly Wings,Traditional Hot Honey,"8 traditional wings tossed in hot honey glaze (medium heat), served with carrots & celery and a dipping sauce of your choice."
8981,Firebelly Wings,Traditional Lemon Pepper,"8 traditional wings tossed in lemon pepper (mild heat), served with carrots & celery and a dipping sauce of your choice."
8982,Firebelly Wings,Classic Fries,
8983,Firebelly Wings,Spicy Fries,Classic fries dusted with spicy seasoning.
8984,Firebelly Wings,Boneless Classic Buffalo,"8 boneless wings tossed in classic Buffalo Sauce (medium heat), served with carrots & celery and a dipping sauce of your choice."
8985,Firebelly Wings,Boneless Classic BBQ,"8 boneless wings tossed in BBQ (mild heat), served with carrots & celery and a dipping sauce of your choice."
8986,Firebelly Wings,Potato Tots,
8987,Firebelly Wings,Classic Mac Bites,4 classic mac bites with house sauce.
8988,Firebelly Wings,Classic Chocolate Chip Cookie,
